id,sentence,type,label
bbc_512,the threepart plan that the president unveiled last week would see a surge of humanitarian aid as well as an exchange of some hostages for palestinian prisoners before a permanent end to the war,pro-palestinian,2
bbc_216,at an emergency meeting of the un security council on sunday secretarygeneral antonio guterres called on both sides to defuse and deescalate as the region was on the brink of war,pro-israeli,1
bbc_288, the doctor expects her to remain in hospital for up to a month,neutral,0
bbc_485,after 20 minutes of waiting while the protester was removed and a quick second warmup the scots started in style,pro-palestinian,2
bbc_125,meanwhile thousands of israeli protestors gathered in jerusalem for the largest antigovernment demonstration since the start of the gaza conflict,pro-palestinian,2
aj_299,tehran says its retaliation has been concluded but warns of a harsher response next time if israel strikes again,anti-israeli,3
nyt_537,she told me that one of her cousins sheltering with her loved to bake and she made really tasty sweets before the war,pro-israeli,1
bbc_98,his supporters call him the palestinian mandela,pro-palestinian,2
bbc_532,children bore the brunt of multiplying and escalating crises that were marked by a complete disregard for child rights notably the inherent right to life the report said,pro-palestinian,2
jp_357,"nbsp
us president joe biden and many other leaders around the world have given israel the ldquocritical time we neededrdquo to carry out this operation former national security council head yaakov amidror said",pro-israeli,1
jp_13,amman has taken issue with the use of the term ldquofreedom of worshiprdquo in the context of the temple mount because they see it as implying jews are allowed to pray there,pro-palestinian,2
jp_209,it is an ally when it comes to working with the idf in maintaining security and stability in the west bank,pro-israeli,1
bbc_191,philippe lazzarini also warned palestinians returning to the devastated city of khan younis about the threat of unexploded munitions there following the israeli pullout,anti-palestinian,4
bbc_349,4 million displaced palestinians sheltering there western powers and neighbouring egypt have raised fears that there could be high numbers of civilian casualties,pro-israeli,1
jp_455,the idf knows that should a strike be ordered the response would be a multifront war with hamas hezbollah and other iranian proxies firing thousands of rockets including precision missiles toward israel and its strategic assets,anti-palestinian,4
jp_136,nbspi have forgotten almost everything about the dies irae film but it must have been a masterpiece because it made me forget about my mother and all of my other problems ndash for as long as 20 seconds at a time,neutral,0
jp_120,it will take a long time to restore the negevs security but at least aryeh schiff can have his life back,pro-israeli,1
nyt_313,cameron a former prime minister has enjoyed uncommon latitude as foreign secretary speaking out forcefully on issues like gaza and the war in ukraine on international trips where he is often treated as though he were still in his old job,anti-israeli,3
jp_276,the fake accounts mainly targeted young israelis who serve in the idf and other security establishments or israelis who work at emergency services,pro-israeli,1
nyt_324,israeldid not cooperatewith the investigation and protested the panels assessment of its behavior the panel said,pro-palestinian,2
nyt_133, byfarnaz fassihimichael crowleymike ivesandthomas fuller the united nations security council on monday adopted a u,pro-israeli,1
bbc_291, over time he had become a leader in his group of prisoners she said,neutral,0
bbc_3,hamas accused israel of firing at civilians but israel said most died in a crush after it fired warning shots,anti-palestinian,4
aj_540,nicaragua has asked the international court of justice to order germany to stop supplying israel with weapons,pro-palestinian,2
bbc_348,we are determined to secure an agreement in a way that fulfils palestinians demands it said,pro-israeli,1
jp_274,such scenes were captured for posterity as guests excitedly photographed each other,neutral,0
jp_146,former military intelligence head amos yadlin told army radio on wednesday morning that while operation guardian of the walls had achieved a quotgreat dealquot of deterrence it had not achieved complete deterrence as evidenced by the incendiary balloons,pro-israeli,1
jp_359,,neutral,0
jp_210,and he told me that rockets had started to go off,anti-palestinian,4
jp_84,some expressed support for the move saying it would facilitate their travel abroad while others dismissed the idea for political reasons dubbing it an act of ldquonormalizationrdquo with israel,neutral,0
